delivery_date,hour_ending,repeated_hour_flag,settlement_point,settlement_point_price
02/05/2021,09:00,N,HB_NORTH,29.84
02/05/2021,09:00,N,HB_PAN,29.79
02/05/2021,09:00,N,HB_SOUTH,27.77
02/05/2021,09:00,N,HB_WEST,29.9
02/05/2021,09:00,N,LZ_AEN,29.4
02/05/2021,09:00,N,LZ_CPS,29.65
02/05/2021,09:00,N,LZ_HOUSTON,29.9
02/05/2021,09:00,N,LZ_LCRA,29.33
02/05/2021,09:00,N,LZ_NORTH,30.07
02/05/2021,09:00,N,LZ_RAYBN,32.97
02/05/2021,09:00,N,LZ_SOUTH,27.66
02/05/2021,09:00,N,LZ_WEST,30.09
02/05/2021,10:00,N,HB_BUSAVG,23.76
02/05/2021,10:00,N,HB_HOUSTON,24.15
02/05/2021,10:00,N,HB_HUBAVG,23.75
02/05/2021,10:00,N,HB_NORTH,23.96
02/05/2021,10:00,N,HB_PAN,23.96
02/05/2021,10:00,N,HB_SOUTH,22.92
02/05/2021,10:00,N,HB_WEST,23.96
02/05/2021,10:00,N,LZ_AEN,23.76
02/05/2021,10:00,N,LZ_CPS,23.8
02/05/2021,10:00,N,LZ_HOUSTON,24.08
02/05/2021,10:00,N,LZ_LCRA,23.61
02/05/2021,10:00,N,LZ_NORTH,24.12
02/05/2021,10:00,N,LZ_RAYBN,25.95
02/05/2021,10:00,N,LZ_SOUTH,22.91
02/05/2021,10:00,N,LZ_WEST,24.06
02/05/2021,11:00,N,HB_BUSAVG,24.18
02/05/2021,11:00,N,HB_HOUSTON,24.58
02/05/2021,11:00,N,HB_HUBAVG,24.18
02/05/2021,11:00,N,HB_NORTH,24.29
02/05/2021,11:00,N,HB_PAN,24.27
02/05/2021,11:00,N,HB_SOUTH,23.61
02/05/2021,11:00,N,HB_WEST,24.25
02/05/2021,11:00,N,LZ_AEN,24.09
02/05/2021,11:00,N,LZ_CPS,24.01
02/05/2021,11:00,N,LZ_HOUSTON,24.53
02/05/2021,11:00,N,LZ_LCRA,23.92
02/05/2021,11:00,N,LZ_NORTH,24.4
02/05/2021,11:00,N,LZ_RAYBN,25.61
02/05/2021,11:00,N,LZ_SOUTH,23.86
02/05/2021,11:00,N,LZ_WEST,24.32
02/05/2021,12:00,N,HB_BUSAVG,22.79
02/05/2021,12:00,N,HB_HOUSTON,23.17
02/05/2021,12:00,N,HB_HUBAVG,22.79
02/05/2021,12:00,N,HB_NORTH,22.93
02/05/2021,12:00,N,HB_PAN,22.92
02/05/2021,12:00,N,HB_SOUTH,22.14
02/05/2021,12:00,N,HB_WEST,22.92
02/05/2021,12:00,N,LZ_AEN,22.78
02/05/2021,12:00,N,LZ_CPS,22.82
02/05/2021,12:00,N,LZ_HOUSTON,23.14
02/05/2021,12:00,N,LZ_LCRA,22.6
02/05/2021,12:00,N,LZ_NORTH,23.02
02/05/2021,12:00,N,LZ_RAYBN,23.82
02/05/2021,12:00,N,LZ_SOUTH,22.39
02/05/2021,12:00,N,LZ_WEST,22.93
02/05/2021,13:00,N,HB_BUSAVG,20.27
02/05/2021,13:00,N,HB_HOUSTON,20.7
02/05/2021,13:00,N,HB_HUBAVG,20.29
02/05/2021,13:00,N,HB_NORTH,20.34
02/05/2021,13:00,N,HB_PAN,20.31
02/05/2021,13:00,N,HB_SOUTH,19.82
02/05/2021,13:00,N,HB_WEST,20.3
02/05/2021,13:00,N,LZ_AEN,20.14
02/05/2021,13:00,N,LZ_CPS,20.11
02/05/2021,13:00,N,LZ_HOUSTON,20.68
02/05/2021,13:00,N,LZ_LCRA,20.04
02/05/2021,13:00,N,LZ_NORTH,20.36
02/05/2021,13:00,N,LZ_RAYBN,20.34
02/05/2021,13:00,N,LZ_SOUTH,20.14
02/05/2021,13:00,N,LZ_WEST,20.31
02/05/2021,14:00,N,HB_BUSAVG,19.12
02/05/2021,14:00,N,HB_HOUSTON,19.52
02/05/2021,14:00,N,HB_HUBAVG,19.14
02/05/2021,14:00,N,HB_NORTH,19.18
02/05/2021,14:00,N,HB_PAN,19.15
02/05/2021,14:00,N,HB_SOUTH,18.71
02/05/2021,14:00,N,HB_WEST,19.14
02/05/2021,14:00,N,LZ_AEN,19.01
02/05/2021,14:00,N,LZ_CPS,18.96
02/05/2021,14:00,N,LZ_HOUSTON,19.53
02/05/2021,14:00,N,LZ_LCRA,18.92
02/05/2021,14:00,N,LZ_NORTH,19.2
02/05/2021,14:00,N,LZ_RAYBN,19.18
02/05/2021,14:00,N,LZ_SOUTH,19.41
02/05/2021,14:00,N,LZ_WEST,19.15
02/05/2021,15:00,N,HB_BUSAVG,18.67
02/05/2021,15:00,N,HB_HOUSTON,18.99
02/05/2021,15:00,N,HB_HUBAVG,18.68
02/05/2021,15:00,N,HB_NORTH,18.73
02/05/2021,15:00,N,HB_PAN,18.71
02/05/2021,15:00,N,HB_SOUTH,18.31
02/05/2021,15:00,N,HB_WEST,18.7
02/05/2021,15:00,N,LZ_AEN,18.59
02/05/2021,15:00,N,LZ_CPS,18.56
02/05/2021,15:00,N,LZ_HOUSTON,18.97
02/05/2021,15:00,N,LZ_LCRA,18.55
02/05/2021,15:00,N,LZ_NORTH,18.75
02/05/2021,15:00,N,LZ_RAYBN,18.74
02/05/2021,15:00,N,LZ_SOUTH,19.34
02/05/2021,15:00,N,LZ_WEST,18.72
02/05/2021,16:00,N,HB_BUSAVG,18.42
02/05/2021,16:00,N,HB_HOUSTON,18.72
02/05/2021,16:00,N,HB_HUBAVG,18.43
02/05/2021,16:00,N,HB_NORTH,18.48
02/05/2021,16:00,N,HB_PAN,18.46
02/05/2021,16:00,N,HB_SOUTH,18.06
02/05/2021,16:00,N,HB_WEST,18.45
02/05/2021,16:00,N,LZ_AEN,18.35
02/05/2021,16:00,N,LZ_CPS,18.32
02/05/2021,16:00,N,LZ_HOUSTON,18.7
02/05/2021,16:00,N,LZ_LCRA,18.28
02/05/2021,16:00,N,LZ_NORTH,18.5
02/05/2021,16:00,N,LZ_RAYBN,18.49
02/05/2021,16:00,N,LZ_SOUTH,19.08
02/05/2021,16:00,N,LZ_WEST,18.47
02/05/2021,17:00,N,HB_BUSAVG,18.7
02/05/2021,17:00,N,HB_HOUSTON,19.08
02/05/2021,17:00,N,HB_HUBAVG,18.71
02/05/2021,17:00,N,HB_NORTH,18.77
02/05/2021,17:00,N,HB_PAN,18.74
02/05/2021,17:00,N,HB_SOUTH,18.27
02/05/2021,17:00,N,HB_WEST,18.73
02/05/2021,17:00,N,LZ_AEN,18.59
02/05/2021,17:00,N,LZ_CPS,18.55
02/05/2021,17:00,N,LZ_HOUSTON,19.05
02/05/2021,17:00,N,LZ_LCRA,18.55
02/05/2021,17:00,N,LZ_NORTH,18.78
02/05/2021,17:00,N,LZ_RAYBN,18.77
02/05/2021,17:00,N,LZ_SOUTH,19.27
02/05/2021,17:00,N,LZ_WEST,18.75
02/05/2021,18:00,N,HB_BUSAVG,34.56
02/05/2021,18:00,N,HB_HOUSTON,36.1
02/05/2021,18:00,N,HB_HUBAVG,34.63
02/05/2021,18:00,N,HB_NORTH,34.75
02/05/2021,18:00,N,HB_PAN,34.63
02/05/2021,18:00,N,HB_SOUTH,33.09
02/05/2021,18:00,N,HB_WEST,34.57
02/05/2021,18:00,N,LZ_AEN,33.96
02/05/2021,18:00,N,LZ_CPS,33.71
02/05/2021,18:00,N,LZ_HOUSTON,35.93
02/05/2021,18:00,N,LZ_LCRA,33.92
02/05/2021,18:00,N,LZ_NORTH,34.78
02/05/2021,18:00,N,LZ_RAYBN,34.77
02/05/2021,18:00,N,LZ_SOUTH,34.33
02/05/2021,18:00,N,LZ_WEST,34.68
02/05/2021,19:00,N,HB_BUSAVG,34.47
02/05/2021,19:00,N,HB_HOUSTON,35.54
02/05/2021,19:00,N,HB_HUBAVG,34.5
02/05/2021,19:00,N,HB_NORTH,34.71
02/05/2021,19:00,N,HB_PAN,34.66
02/05/2021,19:00,N,HB_SOUTH,33.1
02/05/2021,19:00,N,HB_WEST,34.65
02/05/2021,19:00,N,LZ_AEN,34.2
02/05/2021,19:00,N,LZ_CPS,34.23
02/05/2021,19:00,N,LZ_HOUSTON,35.4
02/05/2021,19:00,N,LZ_LCRA,34.25
02/05/2021,19:00,N,LZ_NORTH,34.75
02/05/2021,19:00,N,LZ_RAYBN,34.73
02/05/2021,19:00,N,LZ_SOUTH,33.75
02/05/2021,19:00,N,LZ_WEST,34.84
02/05/2021,20:00,N,HB_BUSAVG,22.39
02/05/2021,20:00,N,HB_HOUSTON,22.86
02/05/2021,20:00,N,HB_HUBAVG,22.41
02/05/2021,20:00,N,HB_NORTH,22.5
02/05/2021,20:00,N,HB_PAN,22.26
02/05/2021,20:00,N,HB_SOUTH,21.78
02/05/2021,20:00,N,HB_WEST,22.5
02/05/2021,20:00,N,LZ_AEN,22.3
02/05/2021,20:00,N,LZ_CPS,22.37
02/05/2021,20:00,N,LZ_HOUSTON,22.83
02/05/2021,20:00,N,LZ_LCRA,22.29
02/05/2021,20:00,N,LZ_NORTH,22.6
02/05/2021,20:00,N,LZ_RAYBN,22.54
02/05/2021,20:00,N,LZ_SOUTH,22.83
02/05/2021,20:00,N,LZ_WEST,22.68
02/05/2021,21:00,N,HB_BUSAVG,21.69
02/05/2021,21:00,N,HB_HOUSTON,22.11
02/05/2021,21:00,N,HB_HUBAVG,21.72
02/05/2021,21:00,N,HB_NORTH,21.69
02/05/2021,21:00,N,HB_PAN,19.95
02/05/2021,21:00,N,HB_SOUTH,21.44
02/05/2021,21:00,N,HB_WEST,21.66
02/05/2021,21:00,N,LZ_AEN,21.53
02/05/2021,21:00,N,LZ_CPS,21.42
02/05/2021,21:00,N,LZ_HOUSTON,22.15
02/05/2021,21:00,N,LZ_LCRA,21.51
02/05/2021,21:00,N,LZ_NORTH,21.79
02/05/2021,21:00,N,LZ_RAYBN,21.74
02/05/2021,21:00,N,LZ_SOUTH,22.31
02/05/2021,21:00,N,LZ_WEST,21.75
02/05/2021,22:00,N,HB_BUSAVG,20.88
02/05/2021,22:00,N,HB_HOUSTON,21.29
02/05/2021,22:00,N,HB_HUBAVG,20.91
02/05/2021,22:00,N,HB_NORTH,20.88
02/05/2021,22:00,N,HB_PAN,13.29
02/05/2021,22:00,N,HB_SOUTH,20.62
02/05/2021,22:00,N,HB_WEST,20.85
02/05/2021,22:00,N,LZ_AEN,20.73
02/05/2021,22:00,N,LZ_CPS,20.64
02/05/2021,22:00,N,LZ_HOUSTON,21.34
02/05/2021,22:00,N,LZ_LCRA,20.9
02/05/2021,22:00,N,LZ_NORTH,20.96
02/05/2021,22:00,N,LZ_RAYBN,20.92
02/05/2021,22:00,N,LZ_SOUTH,21.99
02/05/2021,22:00,N,LZ_WEST,20.9
02/05/2021,23:00,N,HB_BUSAVG,21.17
02/05/2021,23:00,N,HB_HOUSTON,21.26
02/05/2021,23:00,N,HB_HUBAVG,21.17
02/05/2021,23:00,N,HB_NORTH,21.16
02/05/2021,23:00,N,HB_PAN,9.78
02/05/2021,23:00,N,HB_SOUTH,21.14
02/05/2021,23:00,N,HB_WEST,21.12
02/05/2021,23:00,N,LZ_AEN,21.19
02/05/2021,23:00,N,LZ_CPS,21.18
02/05/2021,23:00,N,LZ_HOUSTON,21.26
02/05/2021,23:00,N,LZ_LCRA,21.29
02/05/2021,23:00,N,LZ_NORTH,21.19
02/05/2021,23:00,N,LZ_RAYBN,21.16
02/05/2021,23:00,N,LZ_SOUTH,21.98
02/05/2021,23:00,N,LZ_WEST,21.19
02/05/2021,24:00,N,HB_BUSAVG,19.16
02/05/2021,24:00,N,HB_HOUSTON,19.25
02/05/2021,24:00,N,HB_HUBAVG,19.16
02/05/2021,24:00,N,HB_NORTH,19.14
02/05/2021,24:00,N,HB_PAN,7.86
02/05/2021,24:00,N,HB_SOUTH,19.2
02/05/2021,24:00,N,HB_WEST,19.06
02/05/2021,24:00,N,LZ_AEN,19.16
02/05/2021,24:00,N,LZ_CPS,19.22
02/05/2021,24:00,N,LZ_HOUSTON,19.27
02/05/2021,24:00,N,LZ_LCRA,19.31
02/05/2021,24:00,N,LZ_NORTH,19.16
02/05/2021,24:00,N,LZ_RAYBN,19.14
02/05/2021,24:00,N,LZ_SOUTH,19.95
02/05/2021,24:00,N,LZ_WEST,19.07
02/06/2021,01:00,N,HB_BUSAVG,21.8
02/06/2021,01:00,N,HB_HOUSTON,21.96
02/06/2021,01:00,N,HB_HUBAVG,21.68
02/06/2021,01:00,N,HB_NORTH,21.87
02/06/2021,01:00,N,HB_PAN,14.95
02/06/2021,01:00,N,HB_SOUTH,22.06
02/06/2021,01:00,N,HB_WEST,20.83
02/06/2021,01:00,N,LZ_AEN,21.87
02/06/2021,01:00,N,LZ_CPS,22.11
02/06/2021,01:00,N,LZ_HOUSTON,21.97
02/06/2021,01:00,N,LZ_LCRA,21.92
02/06/2021,01:00,N,LZ_NORTH,21.95
02/06/2021,01:00,N,LZ_RAYBN,22.21
02/06/2021,01:00,N,LZ_SOUTH,22.26
02/06/2021,01:00,N,LZ_WEST,20.69
02/06/2021,02:00,N,HB_BUSAVG,20.73
02/06/2021,02:00,N,HB_HOUSTON,20.83
02/06/2021,02:00,N,HB_HUBAVG,20.63
02/06/2021,02:00,N,HB_NORTH,20.81
02/06/2021,02:00,N,HB_PAN,14.14
02/06/2021,02:00,N,HB_SOUTH,20.85
02/06/2021,02:00,N,HB_WEST,20.01
02/06/2021,02:00,N,LZ_AEN,20.74
02/06/2021,02:00,N,LZ_CPS,20.85
02/06/2021,02:00,N,LZ_HOUSTON,20.83
02/06/2021,02:00,N,LZ_LCRA,20.78
02/06/2021,02:00,N,LZ_NORTH,20.87
02/06/2021,02:00,N,LZ_RAYBN,21.1
02/06/2021,02:00,N,LZ_SOUTH,21
02/06/2021,02:00,N,LZ_WEST,19.95
02/06/2021,03:00,N,HB_BUSAVG,20.32
02/06/2021,03:00,N,HB_HOUSTON,20.4
02/06/2021,03:00,N,HB_HUBAVG,20.25
02/06/2021,03:00,N,HB_NORTH,20.38
02/06/2021,03:00,N,HB_PAN,10.66
02/06/2021,03:00,N,HB_SOUTH,20.42
02/06/2021,03:00,N,HB_WEST,19.8
02/06/2021,03:00,N,LZ_AEN,20.34
02/06/2021,03:00,N,LZ_CPS,20.42
02/06/2021,03:00,N,LZ_HOUSTON,20.4
02/06/2021,03:00,N,LZ_LCRA,20.37
02/06/2021,03:00,N,LZ_NORTH,20.44
02/06/2021,03:00,N,LZ_RAYBN,20.6
02/06/2021,03:00,N,LZ_SOUTH,20.55
02/06/2021,03:00,N,LZ_WEST,19.75
02/06/2021,04:00,N,HB_BUSAVG,20.29
02/06/2021,04:00,N,HB_HOUSTON,20.34
02/06/2021,04:00,N,HB_HUBAVG,20.24
02/06/2021,04:00,N,HB_NORTH,20.34
02/06/2021,04:00,N,HB_PAN,10.73
02/06/2021,04:00,N,HB_SOUTH,20.32
02/06/2021,04:00,N,HB_WEST,19.95
02/06/2021,04:00,N,LZ_AEN,20.29
02/06/2021,04:00,N,LZ_CPS,20.31
02/06/2021,04:00,N,LZ_HOUSTON,20.34
02/06/2021,04:00,N,LZ_LCRA,20.33
02/06/2021,04:00,N,LZ_NORTH,20.43
02/06/2021,04:00,N,LZ_RAYBN,20.51
02/06/2021,04:00,N,LZ_SOUTH,20.42
02/06/2021,04:00,N,LZ_WEST,19.95
02/06/2021,05:00,N,HB_BUSAVG,20.71
02/06/2021,05:00,N,HB_HOUSTON,20.74
02/06/2021,05:00,N,HB_HUBAVG,20.7
02/06/2021,05:00,N,HB_NORTH,20.72
02/06/2021,05:00,N,HB_PAN,10
02/06/2021,05:00,N,HB_SOUTH,20.71
02/06/2021,05:00,N,HB_WEST,20.62
02/06/2021,05:00,N,LZ_AEN,20.72
02/06/2021,05:00,N,LZ_CPS,20.72
02/06/2021,05:00,N,LZ_HOUSTON,20.74
02/06/2021,05:00,N,LZ_LCRA,20.78
02/06/2021,05:00,N,LZ_NORTH,20.85
02/06/2021,05:00,N,LZ_RAYBN,20.79
02/06/2021,05:00,N,LZ_SOUTH,20.83
02/06/2021,05:00,N,LZ_WEST,20.64
02/06/2021,06:00,N,HB_BUSAVG,23.97
02/06/2021,06:00,N,HB_HOUSTON,23.95
02/06/2021,06:00,N,HB_HUBAVG,23.94
02/06/2021,06:00,N,HB_NORTH,24.01
02/06/2021,06:00,N,HB_PAN,0.87
02/06/2021,06:00,N,HB_SOUTH,23.89
02/06/2021,06:00,N,HB_WEST,23.92
02/06/2021,06:00,N,LZ_AEN,23.94
02/06/2021,06:00,N,LZ_CPS,23.96
02/06/2021,06:00,N,LZ_HOUSTON,23.95
02/06/2021,06:00,N,LZ_LCRA,23.96
02/06/2021,06:00,N,LZ_NORTH,24.14
02/06/2021,06:00,N,LZ_RAYBN,24.92
02/06/2021,06:00,N,LZ_SOUTH,23.99
02/06/2021,06:00,N,LZ_WEST,23.9
02/06/2021,07:00,N,HB_BUSAVG,22.54
02/06/2021,07:00,N,HB_HOUSTON,22.69
02/06/2021,07:00,N,HB_HUBAVG,22.55
02/06/2021,07:00,N,HB_NORTH,22.49
02/06/2021,07:00,N,HB_PAN,-9.1
02/06/2021,07:00,N,HB_SOUTH,22.72
02/06/2021,07:00,N,HB_WEST,22.28
02/06/2021,07:00,N,LZ_AEN,22.82
02/06/2021,07:00,N,LZ_CPS,22.86
02/06/2021,07:00,N,LZ_HOUSTON,22.72
02/06/2021,07:00,N,LZ_LCRA,23.24
02/06/2021,07:00,N,LZ_NORTH,22.7
02/06/2021,07:00,N,LZ_RAYBN,23.28
02/06/2021,07:00,N,LZ_SOUTH,23.14
02/06/2021,07:00,N,LZ_WEST,22.22
02/06/2021,08:00,N,HB_BUSAVG,23.88
02/06/2021,08:00,N,HB_HOUSTON,24.21
02/06/2021,08:00,N,HB_HUBAVG,23.89
02/06/2021,08:00,N,HB_NORTH,23.7
02/06/2021,08:00,N,HB_PAN,-12.52
02/06/2021,08:00,N,HB_SOUTH,24.51
02/06/2021,08:00,N,HB_WEST,23.15
02/06/2021,08:00,N,LZ_AEN,24.55
02/06/2021,08:00,N,LZ_CPS,24.73
02/06/2021,08:00,N,LZ_HOUSTON,24.25
02/06/2021,08:00,N,LZ_LCRA,24.92
02/06/2021,08:00,N,LZ_NORTH,24.06
02/06/2021,08:00,N,LZ_RAYBN,24.06
02/06/2021,08:00,N,LZ_SOUTH,24.95
02/06/2021,08:00,N,LZ_WEST,23
02/06/2021,09:00,N,HB_BUSAVG,22.82
02/06/2021,09:00,N,HB_HOUSTON,23.33
02/06/2021,09:00,N,HB_HUBAVG,22.77
02/06/2021,09:00,N,HB_NORTH,22.59
02/06/2021,09:00,N,HB_PAN,-15.01
02/06/2021,09:00,N,HB_SOUTH,23.88
02/06/2021,09:00,N,HB_WEST,21.27
02/06/2021,09:00,N,LZ_AEN,23.76
02/06/2021,09:00,N,LZ_CPS,24.14
02/06/2021,09:00,N,LZ_HOUSTON,23.37
02/06/2021,09:00,N,LZ_LCRA,24.33
02/06/2021,09:00,N,LZ_NORTH,22.91
02/06/2021,09:00,N,LZ_RAYBN,22.82
02/06/2021,09:00,N,LZ_SOUTH,24.51
02/06/2021,09:00,N,LZ_WEST,20.89
02/06/2021,10:00,N,HB_BUSAVG,23.31
02/06/2021,10:00,N,HB_HOUSTON,24.18
02/06/2021,10:00,N,HB_HUBAVG,22.88
02/06/2021,10:00,N,HB_NORTH,23.45
02/06/2021,10:00,N,HB_PAN,-15.01
02/06/2021,10:00,N,HB_SOUTH,24.64
02/06/2021,10:00,N,HB_WEST,19.25
02/06/2021,10:00,N,LZ_AEN,24.34
02/06/2021,10:00,N,LZ_CPS,24.94
02/06/2021,10:00,N,LZ_HOUSTON,24.23
02/06/2021,10:00,N,LZ_LCRA,24.73
02/06/2021,10:00,N,LZ_NORTH,23.99
02/06/2021,10:00,N,LZ_RAYBN,24.14
02/06/2021,10:00,N,LZ_SOUTH,25.4
02/06/2021,10:00,N,LZ_WEST,18.7
02/06/2021,11:00,N,HB_BUSAVG,19.37
02/06/2021,11:00,N,HB_HOUSTON,20.61
02/06/2021,11:00,N,HB_HUBAVG,18.65
02/06/2021,11:00,N,HB_NORTH,19.7
02/06/2021,11:00,N,HB_PAN,-16.99
02/06/2021,11:00,N,HB_SOUTH,21.32
02/06/2021,11:00,N,HB_WEST,12.97
02/06/2021,11:00,N,LZ_AEN,20.54
02/06/2021,11:00,N,LZ_CPS,21.87
02/06/2021,11:00,N,LZ_HOUSTON,20.66
02/06/2021,11:00,N,LZ_LCRA,20.91
02/06/2021,11:00,N,LZ_NORTH,20.13
02/06/2021,11:00,N,LZ_RAYBN,20.53
02/06/2021,11:00,N,LZ_SOUTH,22.64
02/06/2021,11:00,N,LZ_WEST,12.15
02/06/2021,12:00,N,HB_BUSAVG,18.37
02/06/2021,12:00,N,HB_HOUSTON,19.66
02/06/2021,12:00,N,HB_HUBAVG,17.64
02/06/2021,12:00,N,HB_NORTH,18.71
02/06/2021,12:00,N,HB_PAN,-17.47
02/06/2021,12:00,N,HB_SOUTH,20.26
02/06/2021,12:00,N,HB_WEST,11.94
02/06/2021,12:00,N,LZ_AEN,19.5
02/06/2021,12:00,N,LZ_CPS,20.73
02/06/2021,12:00,N,LZ_HOUSTON,19.76
02/06/2021,12:00,N,LZ_LCRA,19.7
02/06/2021,12:00,N,LZ_NORTH,19.2
02/06/2021,12:00,N,LZ_RAYBN,19.69
02/06/2021,12:00,N,LZ_SOUTH,21.72
02/06/2021,12:00,N,LZ_WEST,10.96
02/06/2021,13:00,N,HB_BUSAVG,17.19
02/06/2021,13:00,N,HB_HOUSTON,18.39
02/06/2021,13:00,N,HB_HUBAVG,16.46
02/06/2021,13:00,N,HB_NORTH,17.61
02/06/2021,13:00,N,HB_PAN,-17.31
02/06/2021,13:00,N,HB_SOUTH,18.79
02/06/2021,13:00,N,HB_WEST,11.05
02/06/2021,13:00,N,LZ_AEN,18.14
02/06/2021,13:00,N,LZ_CPS,19.19
02/06/2021,13:00,N,LZ_HOUSTON,18.48
02/06/2021,13:00,N,LZ_LCRA,17.8
02/06/2021,13:00,N,LZ_NORTH,18.2
02/06/2021,13:00,N,LZ_RAYBN,19.16
02/06/2021,13:00,N,LZ_SOUTH,20.17
02/06/2021,13:00,N,LZ_WEST,10.17
02/06/2021,14:00,N,HB_BUSAVG,16.6
02/06/2021,14:00,N,HB_HOUSTON,17.39
02/06/2021,14:00,N,HB_HUBAVG,16.28
02/06/2021,14:00,N,HB_NORTH,16.64
02/06/2021,14:00,N,HB_PAN,-14.84
02/06/2021,14:00,N,HB_SOUTH,17.79
02/06/2021,14:00,N,HB_WEST,13.31
02/06/2021,14:00,N,LZ_AEN,17.48
02/06/2021,14:00,N,LZ_CPS,18
02/06/2021,14:00,N,LZ_HOUSTON,17.48
02/06/2021,14:00,N,LZ_LCRA,17.2
02/06/2021,14:00,N,LZ_NORTH,16.98
02/06/2021,14:00,N,LZ_RAYBN,17.38
02/06/2021,14:00,N,LZ_SOUTH,18.8
02/06/2021,14:00,N,LZ_WEST,12.42
02/06/2021,15:00,N,HB_BUSAVG,17.37
02/06/2021,15:00,N,HB_HOUSTON,17.72
02/06/2021,15:00,N,HB_HUBAVG,17.31
02/06/2021,15:00,N,HB_NORTH,17.32
02/06/2021,15:00,N,HB_PAN,9.26
02/06/2021,15:00,N,HB_SOUTH,17.8
02/06/2021,15:00,N,HB_WEST,16.4
02/06/2021,15:00,N,LZ_AEN,17.6
02/06/2021,15:00,N,LZ_CPS,18.09
02/06/2021,15:00,N,LZ_HOUSTON,17.75
02/06/2021,15:00,N,LZ_LCRA,17.3
02/06/2021,15:00,N,LZ_NORTH,17.4
02/06/2021,15:00,N,LZ_RAYBN,17.4
02/06/2021,15:00,N,LZ_SOUTH,18.48
02/06/2021,15:00,N,LZ_WEST,15.92
02/06/2021,16:00,N,HB_BUSAVG,18.62
02/06/2021,16:00,N,HB_HOUSTON,18.88
02/06/2021,16:00,N,HB_HUBAVG,18.62
02/06/2021,16:00,N,HB_NORTH,18.62
02/06/2021,16:00,N,HB_PAN,16.35
02/06/2021,16:00,N,HB_SOUTH,18.59
02/06/2021,16:00,N,HB_WEST,18.4
02/06/2021,16:00,N,LZ_AEN,18.69
02/06/2021,16:00,N,LZ_CPS,18.81
02/06/2021,16:00,N,LZ_HOUSTON,18.89
02/06/2021,16:00,N,LZ_LCRA,18.49
02/06/2021,16:00,N,LZ_NORTH,18.63
02/06/2021,16:00,N,LZ_RAYBN,18.62
02/06/2021,16:00,N,LZ_SOUTH,18.89
02/06/2021,16:00,N,LZ_WEST,18.27
02/06/2021,17:00,N,HB_BUSAVG,19.61
02/06/2021,17:00,N,HB_HOUSTON,19.87
02/06/2021,17:00,N,HB_HUBAVG,19.63
02/06/2021,17:00,N,HB_NORTH,19.65
02/06/2021,17:00,N,HB_PAN,19.02
02/06/2021,17:00,N,HB_SOUTH,19.37
02/06/2021,17:00,N,HB_WEST,19.61
02/06/2021,17:00,N,LZ_AEN,19.54
02/06/2021,17:00,N,LZ_CPS,19.54
02/06/2021,17:00,N,LZ_HOUSTON,19.89
02/06/2021,17:00,N,LZ_LCRA,19.41
02/06/2021,17:00,N,LZ_NORTH,19.65
02/06/2021,17:00,N,LZ_RAYBN,19.65
02/06/2021,17:00,N,LZ_SOUTH,19.47
02/06/2021,17:00,N,LZ_WEST,19.61
02/06/2021,18:00,N,HB_BUSAVG,34.84
02/06/2021,18:00,N,HB_HOUSTON,35.28
02/06/2021,18:00,N,HB_HUBAVG,34.86
02/06/2021,18:00,N,HB_NORTH,34.9
02/06/2021,18:00,N,HB_PAN,34.43
02/06/2021,18:00,N,HB_SOUTH,34.4
02/06/2021,18:00,N,HB_WEST,34.85
02/06/2021,18:00,N,LZ_AEN,34.65
02/06/2021,18:00,N,LZ_CPS,34.63
02/06/2021,18:00,N,LZ_HOUSTON,35.23
02/06/2021,18:00,N,LZ_LCRA,34.56
02/06/2021,18:00,N,LZ_NORTH,34.9
02/06/2021,18:00,N,LZ_RAYBN,34.9
02/06/2021,18:00,N,LZ_SOUTH,34.51
02/06/2021,18:00,N,LZ_WEST,34.92
02/06/2021,19:00,N,HB_BUSAVG,58.7
02/06/2021,19:00,N,HB_HOUSTON,59.03
02/06/2021,19:00,N,HB_HUBAVG,58.71
02/06/2021,19:00,N,HB_NORTH,58.75
02/06/2021,19:00,N,HB_PAN,58.48
02/06/2021,19:00,N,HB_SOUTH,58.33
02/06/2021,19:00,N,HB_WEST,58.73
02/06/2021,19:00,N,LZ_AEN,58.59
02/06/2021,19:00,N,LZ_CPS,58.6
02/06/2021,19:00,N,LZ_HOUSTON,59.03
02/06/2021,19:00,N,LZ_LCRA,58.64
02/06/2021,19:00,N,LZ_NORTH,58.76
02/06/2021,19:00,N,LZ_RAYBN,58.75
02/06/2021,19:00,N,LZ_SOUTH,58.47
02/06/2021,19:00,N,LZ_WEST,58.91
02/06/2021,20:00,N,HB_BUSAVG,33.58
02/06/2021,20:00,N,HB_HOUSTON,33.76
02/06/2021,20:00,N,HB_HUBAVG,33.59
02/06/2021,20:00,N,HB_NORTH,33.63
02/06/2021,20:00,N,HB_PAN,32.91
02/06/2021,20:00,N,HB_SOUTH,33.33
02/06/2021,20:00,N,HB_WEST,33.63
02/06/2021,20:00,N,LZ_AEN,33.56
02/06/2021,20:00,N,LZ_CPS,33.6
02/06/2021,20:00,N,LZ_HOUSTON,33.79
02/06/2021,20:00,N,LZ_LCRA,33.58
02/06/2021,20:00,N,LZ_NORTH,33.63
02/06/2021,20:00,N,LZ_RAYBN,33.63
02/06/2021,20:00,N,LZ_SOUTH,33.46
02/06/2021,20:00,N,LZ_WEST,33.8
02/06/2021,21:00,N,HB_BUSAVG,25.9
